siff_sId,showName,country,holder,actor,showTime,cname,hname_cn
YH8215    ,罗马环城高速,意大利,吉安弗兰科·罗西,,2014-06-21 18:30:00.000,永华电影城,八厅
YH8206    ,大卫林奇之杜兰杜兰：回归真我,美国,大卫·林奇,西蒙·勒邦，约翰·泰勒,2014-06-20 20:45:00.000,永华电影城,八厅
YH8205    ,秘林寻踪,韩国,朴正律,申贤彬，允泰雄,2014-06-20 18:30:00.000,永华电影城,八厅
YH8186    ,眩晕,美国,露西·沃克,凯文·皮尔斯,2014-06-18 20:45:00.000,永华电影城,八厅
YH1215    ,码头风云 4K,美国,伊利亚·卡赞,马龙·白兰度，爱娃·玛丽·森特,2014-06-21 18:30:00.000,永华电影城,一厅
YH1214    ,编舟记,日本,石井裕也,松田龙平，宫崎葵，小田切让,2014-06-21 15:45:00.000,永华电影城,一厅
YH1205    ,标靶,韩国,尹鸿承,柳承龙，李真旭,2014-06-20 18:30:00.000,永华电影城,一厅
YH8196    ,抒情男高音,韩国,金相万,刘智泰，伊势谷友介，车艺莲,2014-06-19 20:45:00.000,永华电影城,八厅
YH8225    ,浮生一页,印度,奥雅普·曼纳,帕比特拉·拉布哈，塔卢拉塔·库都,2014-06-22 18:30:00.000,永华电影城,八厅
YH8226    ,珠峰史诗,英国,约翰·诺尔,安德鲁·欧文，乔治·马洛里,2014-06-22 20:45:00.000,永华电影城,八厅
YH1155    ,上海小姐 4K,美国,奥逊·威尔斯,奥逊·威尔斯，丽塔·海华斯,2014-06-15 18:30:00.000,永华电影城,一厅
YH1154    ,欲望号街车,美国,伊利亚·卡赞,马龙·白兰度，费雯·丽,2014-06-15 15:45:00.000,永华电影城,一厅
YH1144    ,战火,意大利,罗伯托·罗西里尼,卡梅拉·萨奇奥，罗伯特·范·隆,2014-06-14 15:45:00.000,永华电影城,一厅
YH1196    ,祖鲁,法国,杰罗姆·塞勒,奥兰多·布鲁姆，福里斯特·惠特克，坦尼亚·范·格兰,2014-06-19 20:45:00.000,永华电影城,一厅
YH1195    ,费城故事 4K,美国,乔纳森·戴米,汤姆·汉克斯，丹泽尔·华盛顿,2014-06-19 18:30:00.000,永华电影城,一厅
YH1216    ,风,意大利,马可·西蒙·普西奥尼,瓦莱莉·高利诺，切瑞拉·凯瑟莉,2014-06-21 20:45:00.000,永华电影城,一厅
YH1186    ,真不走运,德国,彼得·托沃斯,莫里兹·布雷多，阿克赛·斯坦,2014-06-18 20:45:00.000,永华电影城,一厅
YH1176    ,天堂的孩子 4K,法国,马塞尔·卡尔内,让·路易斯·巴劳特，阿莱缇,2014-06-17 20:45:00.000,永华电影城,一厅
YH1146    ,看不见的女人,英国,拉尔夫·费因斯,拉尔夫·费因斯，费莉西蒂·琼斯,2014-06-14 20:45:00.000,永华电影城,一厅
YH1185    ,少年林肯,美国,A.J.霍华斯, 黛安·克鲁格 ，杰森·克拉科 ，布里特·马灵 ， 韦斯·本特利,2014-06-18 18:30:00.000,永华电影城,一厅
YH1175    ,恐怖直播,韩国,金秉祐,河正宇,2014-06-17 18:30:00.000,永华电影城,一厅
YH1165    ,自私的巨人,英国,克里欧·巴纳德,康纳·查普曼，舍恩·托马斯,2014-06-16 18:30:00.000,永华电影城,一厅
YH1145    ,布达佩斯大饭店,美国,韦斯·安德森, 拉尔夫·费因斯 ， 托尼·雷沃洛利 ， 艾德里安·布洛迪,2014-06-14 18:30:00.000,永华电影城,一厅
          ,莫里埃尔,法国,阿伦·雷乃,德菲因·塞里格，让·皮埃尔·科林,2014-06-22 13:30:00.000,永华电影城,一厅
YH1166    ,"纽约,我爱你",,,,2014-06-16 20:45:00.000,永华电影城,一厅
YH1143    ,罗马，不设防的城市 4K,意大利,罗伯特·罗西里尼,安娜·玛妮雅妮，马塞洛·巴格利埃罗,2014-06-14 13:30:00.000,永华电影城,一厅
YH1224    ,心之归属,法国,阿伦·雷乃,萨宾·阿泽玛，伊莎贝尔·卡雷,2014-06-22 15:45:00.000,永华电影城,一厅
YH1223    ,莫里埃尔,法国,阿伦·雷乃,德菲因·塞里格，让·皮埃尔·科林,2014-06-22 13:30:00.000,永华电影城,一厅
GT2166    ,姐妹情深,德国,多米尼克·格拉夫,汉瑞特·弗丽斯，弗洛里安·泰特，汉娜·斯普朗,2014-06-16 20:45:00.000,国泰电影院,二厅
GT2145    ,男孩与世界,巴西,阿勒·阿布鲁,马可·奥雷，里奥·卡珀斯,2014-06-14 18:30:00.000,国泰电影院,二厅
GT2225    ,牛仔,克罗地亚共和国,托米斯拉夫·马尔西克,Sasa Anocic,2014-06-22 18:30:00.000,国泰电影院,二厅
GT2224    ,俄国公熊,俄罗斯,格列布·奥尔洛夫,弗拉迪米尔·伊雷因,2014-06-22 15:45:00.000,国泰电影院,二厅
GT2176    ,巴勒莫狂花,意大利,艾玛·丹特,艾玛·丹特，伊莲娜·科塔，阿尔芭·洛尔瓦彻,2014-06-17 20:45:00.000,国泰电影院,二厅
GT2175    ,生存法则,加拿大,罗斯·弗格森,达斯汀·米利甘，迈克尔·艾克朗德，汤姆·巴特勒,2014-06-17 18:30:00.000,国泰电影院,二厅
GT2215    ,欲望号街车,美国,伊利亚·卡赞,马龙·白兰度，费雯·丽,2014-06-21 18:30:00.000,国泰电影院,二厅
GT2213    ,几度春风几度霜,法国,阿伦·雷乃,萨宾·阿泽玛，安德烈·杜索里埃,2014-06-21 13:30:00.000,国泰电影院,二厅
GT2143    ,匹诺曹,德国,安娜·贾斯蒂,马里奥·阿道夫，罗伯特·拜耳,2014-06-14 13:30:00.000,国泰电影院,二厅
GT2216    ,古宅惊魂,美国,詹姆斯·温,朗·里维斯顿，莉莉·泰勒,2014-06-21 20:45:00.000,国泰电影院,二厅
GT2165    ,寻找小糖人,瑞典,马利克·本德让劳尔,罗德里格兹,2014-06-16 18:30:00.000,国泰电影院,二厅
GT2155    ,一切尽失,美国,J·C·陈多尔,罗伯特·雷德福,2014-06-15 18:30:00.000,国泰电影院,二厅
GT2226    ,冬日奇缘,美国,阿齐瓦·高斯曼, 柯林·法瑞尔 ，马修·波莫 ， 露西·格里菲思,2014-06-22 20:45:00.000,国泰电影院,二厅
GT2223    ,牧场心旅,加拿大,泽维尔·多兰,泽维尔·多兰，皮埃尔·伊夫·卡迪纳尔,2014-06-22 13:30:00.000,国泰电影院,二厅
GT2186    ,心之归属,法国,阿伦·雷乃,萨宾·阿泽玛，伊莎贝尔·卡雷,2014-06-18 20:45:00.000,国泰电影院,二厅
GT2185    ,莫里埃尔,法国,阿伦·雷乃,德菲因·塞里格，让·皮埃尔·科林,2014-06-18 18:30:00.000,国泰电影院,二厅
GT2195    ,我的傻外甥,意大利,马特奥·顾里图,朱塞佩·巴蒂斯通，泰科·切利奥，罗科·普拉斯尼卡,2014-06-19 18:30:00.000,国泰电影院,二厅
GT2156    ,我死在那年夏天,泰国,吉帝塔·当司里吉,哲拉予·拉翁马尼，苏塔妲·梧冬晴,2014-06-15 20:45:00.000,国泰电影院,二厅
GT2154    ,双城之恋,印度,阿布舍克·瓦尔马, 阿琼·卡普尔 ，阿莉雅·布哈特 ， 阿莫瑞塔·金格 ， 洛尼特·罗伊,2014-06-15 15:45:00.000,国泰电影院,二厅
GT2144    ,纯净柔软的心,日本,新城毅彦,长泽雅美，冈田将生，中村苍,2014-06-14 15:45:00.000,国泰电影院,二厅
GT2153    ,弗兰克,英国,兰纳德·阿伯拉罕森,迈克尔·法斯宾德，玛吉·吉伦哈尔 ，多姆纳尔·格利森 ,2014-06-15 13:30:00.000,国泰电影院,二厅
GT2146    ,丰硕,澳大利亚,里斯·格拉哈姆,艾什莉·康宁斯，莉莉·沙利文，托比·华莱士,2014-06-14 20:45:00.000,国泰电影院,二厅
GT2214    ,我的美国舅舅,法国,阿伦·雷乃,杰拉尔·德帕迪约，妮可·加西亚,2014-06-21 15:45:00.000,国泰电影院,二厅
GT2206    ,结婚前夜,韩国,洪智暎,金康宇，李妍熙,2014-06-20 20:45:00.000,国泰电影院,二厅
GT2205    ,画池,伊朗,马兹亚·米瑞,沙哈布·候赛尼，内加·贾法赫莲,2014-06-20 18:30:00.000,国泰电影院,二厅
GT2196    ,史塔维斯基,法国,阿伦·雷乃,让·保罗·贝尔蒙多， 查尔斯·鲍育,2014-06-19 20:45:00.000,国泰电影院,二厅
HS1156    ,姐妹情深,德国,多米尼克·格拉夫,汉瑞特·弗丽斯，弗洛里安·泰特，汉娜·斯普朗,2014-06-15 20:45:00.000,衡山电影院,一厅
HS1146    ,不义之财 3,瑞典,简·约翰森,马蒂亚斯·瓦雷拉，乔尔·金纳曼，马丁·沃斯特罗姆,2014-06-14 20:45:00.000,衡山电影院,一厅
HS1214    ,纵情一曲,法国,阿伦·雷乃,萨宾·阿泽玛，西波里特·吉拉多特,2014-06-21 15:45:00.000,衡山电影院,一厅
HS1196    ,墙后低语,德国,格热戈日·穆斯卡拉,文森特·戴茨基，卡特琳娜·海耶,2014-06-19 20:45:00.000,衡山电影院,一厅
HS1226    ,小英格兰,希腊,潘多利·佛加瑞,Pinelopi Tsilika，Sofia Kokkali，Aneza Papadopoulou,2014-06-22 20:45:00.000,衡山电影院,一厅
HS1225    ,冒牌王子,意大利,亚历桑德罗·希亚尼,亚历桑德罗·希亚尼，克里斯蒂安·德·西卡，莎拉·菲尔伯鲍姆,2014-06-22 18:30:00.000,衡山电影院,一厅
HS1224    ,编舟记,日本,石井裕也,松田龙平，宫崎葵，小田切让,2014-06-22 15:45:00.000,衡山电影院,一厅
HS1215    ,蜡笔小新 决一胜负！逆袭的机器人爸爸(HDCAM),日本,高桥涉,配音：矢岛晶子，楢桥美纪，藤原启治,2014-06-21 18:30:00.000,衡山电影院,一厅
HS1206    ,冬日奇缘,美国,阿齐瓦·高斯曼, 柯林·法瑞尔 ，马修·波莫 ， 露西·格里菲思,2014-06-20 20:45:00.000,衡山电影院,一厅
HS1186    ,曼德拉:漫漫自由路,英国,贾斯汀·查德维克,伊德里斯·艾尔巴，娜奥米·哈里斯,2014-06-18 20:45:00.000,衡山电影院,一厅
HS1185    ,蜜月杀机,英国,霍辛·阿米尼, 克斯汀·邓斯特 ，维果·莫腾森 ，奥斯卡·伊萨克,2014-06-18 18:30:00.000,衡山电影院,一厅
HS1175    ,没有航标的河流,中国,吴天明,李纬，胡荣华,2014-06-17 18:30:00.000,衡山电影院,一厅
HS1154    ,广告风云 (HDCAM),日本,永井聪,妻夫木聪，北川景子，丰川悦司,2014-06-15 15:45:00.000,衡山电影院,一厅
HS1153    ,哆啦A梦：新·大雄的大魔境～扁扁与5人之探险队～（HDCAM),日本,八锹新之助,水田山葵 ，大原めぐみ ，嘉数由美 ，木村昴 ，关智一 ， 千秋,2014-06-15 13:30:00.000,衡山电影院,一厅
HS1145    ,蜡笔小新 决一胜负！逆袭的机器人爸爸(HDCAM),日本,高桥涉,配音：矢岛晶子，楢桥美纪，藤原启治,2014-06-14 18:30:00.000,衡山电影院,一厅
HS1143    ,哆啦A梦：新·大雄的大魔境～扁扁与5人之探险队～（HDCAM),日本,八锹新之助,水田山葵 ，大原めぐみ ，嘉数由美 ，木村昴 ，关智一 ， 千秋,2014-06-14 13:30:00.000,衡山电影院,一厅
HS1223    ,白雪公主杀人事件 (HDCAM),日本,中村义洋,井上真央，绫野刚， 菜菜绪,2014-06-22 13:30:00.000,衡山电影院,一厅
HS1216    ,恶童日记,匈牙利,雅诺丝·萨扎兹,皮若斯卡·莫尔纳，安德拉斯·基也曼特，拉斯佐罗·基也曼特,2014-06-21 20:45:00.000,衡山电影院,一厅
HS1205    ,昆虫总动员3D,法国,托马斯·占波，海伦·格瑞德,,2014-06-20 18:30:00.000,衡山电影院,一厅
HS1176    ,奥兰多 (HDCAM),英国,莎莉·波特,蒂尔达·斯文顿，比利·赞恩，Quentin Crisp，John Bott,2014-06-17 20:45:00.000,衡山电影院,一厅
HS1166    ,看不见的女人,英国,拉尔夫·费因斯,拉尔夫·费因斯，费莉西蒂·琼斯,2014-06-16 20:45:00.000,衡山电影院,一厅
HS1165    ,摩纳哥王妃,法国,奥利维耶·达昂,妮可·基德曼，蒂姆·罗斯,2014-06-16 18:30:00.000,衡山电影院,一厅
HS1155    ,布达佩斯大饭店,美国,韦斯·安德森, 拉尔夫·费因斯 ， 托尼·雷沃洛利 ， 艾德里安·布洛迪,2014-06-15 18:30:00.000,衡山电影院,一厅
HS1144    ,菲洛梅娜,英国,斯蒂芬·弗雷斯,朱迪·丹奇，史蒂夫·库根,2014-06-14 15:45:00.000,衡山电影院,一厅
CY1216    ,突出重围,俄罗斯,阿列克谢·乌奇捷利,阿尔乔姆·贝斯特罗夫，亚瑟·斯莫扬诺夫，帕维尔·沃罗佐索夫,2014-06-21 20:45:00.000,曹杨影城,一厅
CY1145    ,九天零一个清晨,俄罗斯,薇拉·斯托洛日娃,安娜·雪碧妮娜，奥尔加·波波娃，谢尔盖·普斯科帕里斯,2014-06-14 18:30:00.000,曹杨影城,一厅
CY1226    ,黑金杀机,美国,雷德利·斯科特,迈克尔·斯宾德，  布拉德·皮特,2014-06-22 20:45:00.000,曹杨影城,一厅
CY1215    ,七个小“杀手”,意大利,玛泰·安德雷奥利,吉安马可·托纳兹，米开罗·范尼图奇，洛萨莉亚·鲁索,2014-06-21 18:30:00.000,曹杨影城,一厅
CY1196    ,窈窕舞妓,日本,周防 正行,上白石萌音，长谷川博己,2014-06-19 20:45:00.000,曹杨影城,一厅
CY1154    ,劳伦斯与霍洛曼,加拿大,马修·科沃尔彻克,本·科腾，丹尼尔·阿诺德，凯瑟琳·伊莎贝拉,2014-06-15 15:45:00.000,曹杨影城,一厅
CY1206    ,不义之财 3,瑞典,简·约翰森,马蒂亚斯·瓦雷拉，乔尔·金纳曼，马丁·沃斯特罗姆,2014-06-20 20:45:00.000,曹杨影城,一厅
CY1195    ,太秦灯光下,日本,落合贤,福本清三，山本千寻，本田博太郎,2014-06-19 18:30:00.000,曹杨影城,一厅
CY1186    ,悲惨世界 4K,法国,雷蒙德·伯纳德,哈利·鲍尔，查尔斯·文恩 ,2014-06-18 20:45:00.000,曹杨影城,一厅
CY1185    ,怒海沉尸 4K,法国,雷内·克莱芒,阿兰·德龙，莫里斯·荣内特,2014-06-18 18:30:00.000,曹杨影城,一厅
CY1155    ,悬案密码：笼中女人,丹麦,迈克尔·诺加德,尼古拉·雷·卡斯，法瑞斯·法瑞斯,2014-06-15 18:30:00.000,曹杨影城,一厅
CY1225    ,黑执事,日本,大谷健太郎, 刚力彩芽，山本美月,2014-06-22 18:30:00.000,曹杨影城,一厅
CY1166    ,悲喜人生,丹麦,尼尔斯·马尔姆洛斯,雅各布·德格恩，海勒·格瑞德,2014-06-16 20:45:00.000,曹杨影城,一厅
CY1156    ,墙后低语,德国,格热戈日·穆斯卡拉,文森特·戴茨基，卡特琳娜·海耶,2014-06-15 20:45:00.000,曹杨影城,一厅
CY1144    ,索菲亚的七个男友,波兰,维罗妮卡·米根,卡特日什娜·马兹格，克日什托夫·格洛比什,2014-06-14 15:45:00.000,曹杨影城,一厅
CY1214    ,俄国公熊,俄罗斯,格列布·奥尔洛夫,弗拉迪米尔·伊雷因,2014-06-21 15:45:00.000,曹杨影城,一厅
CY1146    ,凄厉人妻,泰国,班庄·比辛达拿刚,马里奥·毛瑞尔，达维卡·豪恩,2014-06-14 20:45:00.000,曹杨影城,一厅
CY1224    ,上海小姐 4K,美国,奥逊·威尔斯,奥逊·威尔斯，丽塔·海华斯,2014-06-22 15:45:00.000,曹杨影城,一厅
CY1205    ,纯净柔软的心,日本,新城毅彦,长泽雅美，冈田将生，中村苍,2014-06-20 18:30:00.000,曹杨影城,一厅
CY1176    ,帕特里克之日,爱尔兰,特里·麦克马洪,凯莉·福克斯，默·当福德,2014-06-17 20:45:00.000,曹杨影城,一厅
CY1175    ,标靶,韩国,尹鸿承,柳承龙，李真旭,2014-06-17 18:30:00.000,曹杨影城,一厅
CY1165    ,家路,,久保田直,松山研一，田中裕子，安藤樱,2014-06-16 18:30:00.000,曹杨影城,一厅
SJ4214    ,第一个夏天,葡萄牙,阿德里亚诺·门德斯,安娜贝拉·卡耶塔诺，阿德里亚诺·门德斯,2014-06-21 15:45:00.000,新世纪影城,四厅
SJ4185    ,医恋俏佳人,法国,阿克塞尔·罗贝尔,塞德里克·康，露易丝·布尔昆,2014-06-18 18:30:00.000,新世纪影城,四厅
SJ4165    ,雅思敏,文莱,西堤·卡马鲁丁,西堤·卡马鲁丁，陈文清,2014-06-16 18:30:00.000,新世纪影城,四厅
SJ4216    ,不义之财 3,瑞典,简·约翰森,马蒂亚斯·瓦雷拉，乔尔·金纳曼，马丁·沃斯特罗姆,2014-06-21 20:45:00.000,新世纪影城,四厅
SJ4224    ,爱到疯狂,泰国,瑞克查·庞派奇,帕孔·察特伯卡,2014-06-22 15:45:00.000,新世纪影城,四厅
SJ4213    ,汉娜的旅程,德国,朱莉娅·冯·海因茨,卡罗利妮·舒赫 ，多伦·阿米特 ,2014-06-21 13:30:00.000,新世纪影城,四厅
SJ4143    ,约兹加特蓝调,土耳其,马穆特·伐希尔·库斯昆,厄康·吉赛尔，阿亚卡·达姆卡西,2014-06-14 13:30:00.000,新世纪影城,四厅
SJ4226    ,巴西之西,巴西,雷内·桑帕约,法布里西奥·波利维拉，伊希斯·瓦尔维德,2014-06-22 20:45:00.000,新世纪影城,四厅
SJ4154    ,哀叹,德国,俊斯·琼森,古列拉·儒勒，亨德里·克力，比约恩·安德森,2014-06-15 15:45:00.000,新世纪影城,四厅
SJ4145    ,家路,,久保田直,松山研一，田中裕子，安藤樱,2014-06-14 18:30:00.000,新世纪影城,四厅
SJ4196    ,巴勒莫狂花,意大利,艾玛·丹特,艾玛·丹特，伊莲娜·科塔，阿尔芭·洛尔瓦彻,2014-06-19 20:45:00.000,新世纪影城,四厅
SJ4186    ,祖谷物语,日本,茑哲一朗,武田梨奈，大西信满，河濑直美,2014-06-18 20:45:00.000,新世纪影城,四厅
SJ4175    ,国际象棋游戏,巴西,路易斯·安东尼奥· 佩雷拉,Wesley Aguiar，Tuca Andrada,2014-06-17 18:30:00.000,新世纪影城,四厅
SJ4153    ,补丁镇,加拿大,克雷格·古德维尔,佐伊·帕尔默，朱利安·瑞钦斯，斯科特·汤普森,2014-06-15 13:30:00.000,新世纪影城,四厅
SJ4176    ,看不见的女人,英国,拉尔夫·费因斯,拉尔夫·费因斯，费莉西蒂·琼斯,2014-06-17 20:45:00.000,新世纪影城,四厅
SJ4166    ,真不走运,德国,彼得·托沃斯,莫里兹·布雷多，阿克赛·斯坦,2014-06-16 20:45:00.000,新世纪影城,四厅
SJ4225    ,PULP乐队：一部关于生、死、超市的电影,英国,弗洛里安·哈比希特,贾维斯·考科尔，尼克·班克斯，坎迪达·朵依,2014-06-22 18:30:00.000,新世纪影城,四厅
SJ4206    ,该隐之子,西班牙,赫苏斯·蒙亚奥·普拉纳,大卫·索兰斯，何塞·科罗纳，胡利欧·曼里克,2014-06-20 20:45:00.000,新世纪影城,四厅
SJ4205    ,武士的食谱,日本,朝原雄三,上户彩，高良健吾，西田敏行,2014-06-20 18:30:00.000,新世纪影城,四厅
SJ4155    ,家,瑞典,马克西米连·霍特,莫阿·格梅尔，莉娜·宝珊,2014-06-15 18:30:00.000,新世纪影城,四厅
SJ4156    ,玛丽娜,比利时,史迪金·柯宁斯,马提奥·西摩尼，卢伊吉洛·肖卡,2014-06-15 20:45:00.000,新世纪影城,四厅
SJ4146    ,莎拉宁愿跑步,加拿大,科洛·罗比乔德,索菲·德马雷，让·塞巴斯蒂安·库尔谢尼,2014-06-14 20:45:00.000,新世纪影城,四厅
SJ4144    ,与囚共舞,印度,迪内希·波祖,,2014-06-14 15:45:00.000,新世纪影城,四厅
SJ4223    ,十分钟,,李勇胜,白钟焕,2014-06-22 13:30:00.000,新世纪影城,四厅
SJ4215    ,互联网巨魔战争,韩国,严泰和,严泰久，柳慧英,2014-06-21 18:30:00.000,新世纪影城,四厅
SJ4195    ,3D铁三角,法国,彼得·格林纳威，让·吕克·戈达尔，埃德加·佩拉,努诺·梅洛，米格尔·蒙泰罗， 安吉拉·马奎,2014-06-19 18:30:00.000,新世纪影城,四厅
HB0196    ,突出重围,俄罗斯,阿列克谢·乌奇捷利,阿尔乔姆·贝斯特罗夫，亚瑟·斯莫扬诺夫，帕维尔·沃罗佐索夫,2014-06-19 20:45:00.000,沪北电影院,大厅
HB0226    ,不义之财 3,瑞典,简·约翰森,马蒂亚斯·瓦雷拉，乔尔·金纳曼，马丁·沃斯特罗姆,2014-06-22 20:45:00.000,沪北电影院,大厅
HB0215    ,生存法则,加拿大,罗斯·弗格森,达斯汀·米利甘，迈克尔·艾克朗德，汤姆·巴特勒,2014-06-21 18:30:00.000,沪北电影院,大厅
HB0205    ,索菲亚的七个男友,波兰,维罗妮卡·米根,卡特日什娜·马兹格，克日什托夫·格洛比什,2014-06-20 18:30:00.000,沪北电影院,大厅
HB0203    ,俄国公熊,俄罗斯,格列布·奥尔洛夫,弗拉迪米尔·伊雷因,2014-06-20 13:30:00.000,沪北电影院,大厅
HB0195    ,牛仔,克罗地亚共和国,托米斯拉夫·马尔西克,Sasa Anocic,2014-06-19 18:30:00.000,沪北电影院,大厅
HB0216    ,病毒,西班牙,卢卡斯·菲格罗亚,胡安·布兰科，佩德罗·卡萨布兰卡，黛安芬·费尔南德斯,2014-06-21 20:45:00.000,沪北电影院,大厅
HB0213    ,年轻的佩雷兹,法国,雅克·乌瓦尼西,布拉黑姆·阿瑟姆，斯蒂夫·苏伊萨,2014-06-21 13:30:00.000,沪北电影院,大厅
HB0175    ,旗鼓相当,美国,彼得·西格尔,罗伯特·德·尼罗，西尔维斯特·史泰龙,2014-06-17 18:30:00.000,沪北电影院,大厅
HB0224    ,七个小“杀手”,意大利,玛泰·安德雷奥利,吉安马可·托纳兹，米开罗·范尼图奇，洛萨莉亚·鲁索,2014-06-22 15:45:00.000,沪北电影院,大厅
HB0165    ,爱到疯狂,泰国,瑞克查·庞派奇,帕孔·察特伯卡,2014-06-16 18:30:00.000,沪北电影院,大厅
HB0164    ,杜布罗夫斯基,俄罗斯,亚历山大·万大诺夫 ，基里尔·米罕诺夫斯基,丹尼拉·科兹洛夫斯基 ，伊戈尔·戈丁,2014-06-16 15:45:00.000,沪北电影院,大厅
HB0154    ,浪迹巴黎,法国,伊娃·贝罗维奇,迪娜拉·度卡洛娃，玛丽·伊莎贝尔·申思曼,2014-06-15 15:45:00.000,沪北电影院,大厅
HB0225    ,我的傻外甥,意大利,马特奥·顾里图,朱塞佩·巴蒂斯通，泰科·切利奥，罗科·普拉斯尼卡,2014-06-22 18:30:00.000,沪北电影院,大厅
HB0155    ,47浪人,美国,卡尔·里辛,基努·里维斯，真田广之,2014-06-15 18:30:00.000,沪北电影院,大厅
HB0146    ,劳伦斯与霍洛曼,加拿大,马修·科沃尔彻克,本·科腾，丹尼尔·阿诺德，凯瑟琳·伊莎贝拉,2014-06-14 20:45:00.000,沪北电影院,大厅
HB0206    ,达拉斯买家俱乐部,美国,让·马克·瓦雷,马修·麦康纳，杰瑞德·莱托,2014-06-20 20:45:00.000,沪北电影院,大厅
HB0204    ,42号传奇,美国,布莱恩·海尔格兰德,查德维克·博斯曼 ，哈里森·福特,2014-06-20 15:45:00.000,沪北电影院,大厅
HB0193    ,绿意依旧盎然,奥地利,马克·纳贝斯尼克,克里斯蒂安·霍德科，阿普·林登伯格，迈克尔·克里斯托夫,2014-06-19 13:30:00.000,沪北电影院,大厅
HB0185    ,瓦西里撒,俄罗斯,安东·希维斯,斯维特拉纳·库德钦科娃，德米特里·索罗米钦，杰罗姆·库辛,2014-06-18 18:30:00.000,沪北电影院,大厅
HB0145    ,孤独的生还者,美国,彼得·博格,马克·沃尔伯格，泰勒·克奇,2014-06-14 18:30:00.000,沪北电影院,大厅
HB0144    ,当我们还是少年,加拿大,理查德·古多,西蒙·彼金，德瑞克·波桑，塞缪尔·高瑟,2014-06-14 15:45:00.000,沪北电影院,大厅
HB0214    ,大梦想家,美国,约翰·李·汉考克,艾玛·汤普森，汤姆·汉克斯,2014-06-21 15:45:00.000,沪北电影院,大厅
HB0194    ,世界上最强的男人,加拿大,丹尼尔·罗比,安托万·贝特朗，纪尧姆·西尔，吉尔·贝罗斯,2014-06-19 15:45:00.000,沪北电影院,大厅
HB0184    ,拯救,意大利,法比奥·格拉萨多尼亚，安东尼奥·皮亚扎,萨利赫·巴克里，卢伊吉洛·肖卡，卡洛琳娜·克雷仙蒂,2014-06-18 15:45:00.000,沪北电影院,大厅
HB0174    ,强悍,意大利,吉安尼·阿梅利奥,安东尼奥·阿尔巴内斯，利维亚·罗西,2014-06-17 15:45:00.000,沪北电影院,大厅
TD1144    ,第一个夏天,葡萄牙,阿德里亚诺·门德斯,安娜贝拉·卡耶塔诺，阿德里亚诺·门德斯,2014-06-14 15:45:00.000,UME新天地国际影城,一厅
TD1224    ,劳伦斯与霍洛曼,加拿大,马修·科沃尔彻克,本·科腾，丹尼尔·阿诺德，凯瑟琳·伊莎贝拉,2014-06-22 15:45:00.000,UME新天地国际影城,一厅
TD1186    ,守护天使,加拿大,让·塞巴斯蒂安·罗德,玛丽莲·卡斯顿圭，盖伊·纳顿,2014-06-18 20:45:00.000,UME新天地国际影城,一厅
TD1156    ,真不走运,德国,彼得·托沃斯,莫里兹·布雷多，阿克赛·斯坦,2014-06-15 20:45:00.000,UME新天地国际影城,一厅
TD1145    ,虎兔英雄传剧场版-崛起,日本,米谷良知,中村悠一，平田广明，平田广明,2014-06-14 18:30:00.000,UME新天地国际影城,一厅
TD1154    ,少年林肯,美国,A.J.霍华斯, 黛安·克鲁格 ，杰森·克拉科 ，布里特·马灵 ， 韦斯·本特利,2014-06-15 15:45:00.000,UME新天地国际影城,一厅
TD1176    ,墙后低语,德国,格热戈日·穆斯卡拉,文森特·戴茨基，卡特琳娜·海耶,2014-06-17 20:45:00.000,UME新天地国际影城,一厅
TD1165    ,玩命毒师,意大利,西德尼·西比利亚,艾多尔多·里奥，瓦莱丽亚·索拉里诺，瓦莱里奥·阿普雷亚,2014-06-16 18:30:00.000,UME新天地国际影城,一厅
TD1206    ,灵触3D,泰国,泊查依 红格拉塔纳珀,纳瓦·君拉纳拉，雅雅英,2014-06-20 20:45:00.000,UME新天地国际影城,一厅
TD1205    ,黑执事,日本,大谷健太郎, 刚力彩芽，山本美月,2014-06-20 18:30:00.000,UME新天地国际影城,一厅
TD1153    ,沙漠驼影,澳大利亚,约翰·卡兰,米娅·华希科沃斯卡，亚当·德赖弗,2014-06-15 13:30:00.000,UME新天地国际影城,一厅
TD1223    ,就是你，查理,加拿大,艾玛纽尔.诗瑞尼安,迈克尔·科恩，艾玛·弗勒里,2014-06-22 13:30:00.000,UME新天地国际影城,一厅
TD1215    ,继续活着,英国,乌贝托·帕索里尼,埃迪·马森 ，琼安·弗洛加特，安德鲁·巴肯,2014-06-21 18:30:00.000,UME新天地国际影城,一厅
TD1214    ,杜布罗夫斯基,俄罗斯,亚历山大·万大诺夫 ，基里尔·米罕诺夫斯基,丹尼拉·科兹洛夫斯基 ，伊戈尔·戈丁,2014-06-21 15:45:00.000,UME新天地国际影城,一厅
TD1166    ,42号传奇,美国,布莱恩·海尔格兰德,查德维克·博斯曼 ，哈里森·福特,2014-06-16 20:45:00.000,UME新天地国际影城,一厅
TD1155    ,我的傻外甥,意大利,马特奥·顾里图,朱塞佩·巴蒂斯通，泰科·切利奥，罗科·普拉斯尼卡,2014-06-15 18:30:00.000,UME新天地国际影城,一厅
TD1226    ,泡沫人生,法国,米歇尔·冈瑞,罗曼·杜里斯，奥黛丽·塔图,2014-06-22 20:45:00.000,UME新天地国际影城,一厅
